date,return_raw,holding,target,is_signal,realized_vol,scale_raw,weight,scale_tc,return,nav
2010-10-18,-0.0007822958200924823,QQQ,QQQ,True,,,1.0,0.0,-0.0007822958200924823,0.9992177041799075
2010-10-19,-0.009356464119336216,QQQ,,False,,,1.0,0.0,-0.009356464119336216,0.9898685595833427
2010-10-20,0.007280149904377975,QQQ,,False,,,1.0,0.0,0.007280149904377975,0.9970749510827401
2010-10-21,0.001953679695743782,QQQ,,False,,,1.0,0.0,0.001953679695743782,0.9990229161698052
2010-10-22,0.006823993008675977,QQQ,,False,,,1.0,0.0,0.006823993008675977,1.005840241565255
2010-10-25,0.0048413406675151816,QQQ,,False,,,1.0,0.0,0.0048413406675151816,1.010709856831768
2010-10-26,0.002697883240053045,QQQ,,False,,,1.0,0.0,0.002697883240053045,1.013436634015071
2010-10-27,0.0030754543788034105,QQQ,,False,,,1.0,0.0,0.0030754543788034105,1.0165534121487922
2010-10-28,0.0021076100020265276,QQQ,,False,,,1.0,0.0,0.0021076100020265276,1.0186959102878312
2010-10-29,-0.0022945572840931128,QQQ,,False,,,1.0,0.0,-0.0022945572840931128,1.0163584541666044
2010-11-01,0.000766527843766518,QQQ,,False,,,1.0,0.0,0.000766527843766518,1.0171375212209706
2010-11-02,0.01072367152898801,QQQ,,False,,,1.0,0.0,0.01072367152898801,1.0280449698983534
2010-11-03,0.002539290862259014,CN_CHINEXT_TR,CN_CHINEXT_TR,True,,,1.0,0.0,0.002539290862259014,1.0306554750964076
2010-11-04,0.01642506317516612,CN_CHINEXT_TR,,False,,,1.0,0.0,0.01642506317516612,1.047584056386697
2010-11-05,0.013714174754860808,CN_CHINEXT_TR,,False,,,1.0,0.0,0.013714174754860808,1.0619508072063901
2010-11-08,0.032494805688833894,CN_CHINEXT_TR,,False,,,1.0,0.0,0.032494805688833894,1.096458692337662
2010-11-09,0.007756432954020953,CN_CHINEXT_TR,,False,,,1.0,0.0,0.007756432954020953,1.1049633006716326
2010-11-10,0.023246091506587296,CN_CHINEXT_TR,,False,,,1.0,0.0,0.023246091506587296,1.130649378670466
2010-11-11,-0.007761472117513435,CN_CHINEXT_TR,,False,,,1.0,0.0,-0.007761472117513435,1.1218738750432313
2010-11-12,-0.04456720427570837,CN_CHINEXT_TR,,False,,,1.0,0.0,-0.04456720427570837,1.071875092882599
2010-11-15,0.061261524703877246,CN_CHINEXT_TR,,False,,,1.0,0.0,0.061261524703877246,1.137539795364697
2010-11-16,-0.01947201499612261,CN_CHINEXT_TR,,False,,,1.0,0.0,-0.01947201499612261,1.1153896034106694
2010-11-17,-0.03625220040457722,CN_CHINEXT_TR,,False,,,1.0,0.0,-0.03625220040457722,1.074954275978644
2010-11-18,0.016120950525945643,CN_CHINEXT_TR,,False,,,1.0,0.0,0.016120950525945643,1.0922835606793493
2010-11-19,0.04563215237160789,CN_CHINEXT_TR,,False,,,1.0,0.0,0.04563215237160789,1.1421268105532718
2010-11-22,0.018876041322504422,CN_CHINEXT_TR,,False,,,1.0,0.0,0.018876041322504422,1.1636856434248155
2010-11-23,0.00728844308537413,CN_CHINEXT_TR,,False,,,1.0,0.0,0.00728844308537413,1.1721671000061842
2010-11-24,0.021080396152458603,CN_CHINEXT_TR,,False,,,1.0,0.0,0.021080396152458603,1.196876846831193
2010-11-25,-0.018281729388973544,CN_CHINEXT_TR,,False,,,1.0,0.0,-0.018281729388973544,1.1749958682054973
2010-11-26,0.008143433421615498,CN_CHINEXT_TR,,False,,,1.0,0.0,0.008143433421615498,1.184564368828902
2010-11-29,0.020143309840920942,CN_CHINEXT_TR,,False,,,1.0,0.0,0.020143309840920942,1.2084254159367376
2010-11-30,-0.03164200186526289,CN_CHINEXT_TR,,False,,,1.0,0.0,-0.03164200186526289,1.1701884166716363
2010-12-01,-0.003663624313762548,CN_CHINEXT_TR,,False,,,1.0,0.0,-0.003663624313762548,1.165901285936635
2010-12-02,0.0005651717731831596,CN_CHINEXT_TR,,False,,,1.0,0.0,0.0005651717731831596,1.1665602204337642
2010-12-03,-0.016896130234300255,CN_CHINEXT_TR,,False,,,1.0,0.0,-0.016896130234300255,1.1468498670231613
2010-12-06,-0.020343405940453918,CN_CHINEXT_TR,,False,,,1.0,0.0,-0.020343405940453918,1.1235190346255535
2010-12-07,0.024073455521435472,CN_CHINEXT_TR,,False,,,1.0,0.0,0.024073455521435472,1.1505660201330978
2010-12-08,-0.0012502331449627535,CN_CHINEXT_TR,,False,,,1.0,0.0,-0.0012502331449627535,1.1491275443592595
2010-12-09,-0.014524978707635361,BIL,BIL,True,,,1.0,0.0,-0.014524978707635361,1.132436491245084
2010-12-10,0.0,BIL,,False,0.3219369777086716,,1.0,0.0,0.0,1.132436491245084
2010-12-13,0.0,BIL,,False,0.3218786499616176,0.9318594034621184,1.0,0.0,0.0,1.132436491245084
2010-12-14,0.0,BIL,,False,0.32034830404132203,0.9320282660430367,1.0,0.0,0.0,1.132436491245084
2010-12-15,-0.0002178746223139294,BIL,,False,0.3203395585103281,0.9364806874747891,1.0,0.0,-0.0002178746223139294,1.1321897620722594
2010-12-16,0.0,BIL,,False,0.320433268647925,0.9365062541607008,1.0,0.0,0.0,1.1321897620722594
2010-12-17,0.00021792210200954898,BIL,,False,0.320396928012732,0.9362323745778844,1.0,0.0,0.00021792210200954898,1.132436491245084
2010-12-20,0.0,BIL,,False,0.32046374420212564,0.9363385656059677,1.0,0.0,0.0,1.132436491245084
2010-12-21,0.0,BIL,,False,0.3205541346091403,0.9361433404796687,1.0,0.0,0.0,1.132436491245084
2010-12-22,-0.0002178746223139294,BIL,,False,0.32065417147819525,0.9358793651680629,1.0,0.0,-0.0002178746223139294,1.1321897620722594
2010-12-23,0.0,BIL,,False,0.320731230762164,0.9355873919151563,1.0,0.0,0.0,1.1321897620722594
2010-12-24,0.0,BIL,,False,0.3205454354795698,0.9353626065260321,1.0,0.0,0.0,1.1321897620722594
2010-12-27,0.0,BIL,,False,0.32058416430661796,0.9359047635514395,1.0,0.0,0.0,1.1321897620722594
2010-12-28,0.00021792210200954898,BIL,,False,0.32000730134021815,0.9357916996582197,1.0,0.0,0.00021792210200954898,1.132436491245084
2010-12-29,-0.0012176567476915867,TLT,TLT,True,0.32015215051901896,0.9374786098428821,0.9374786098428821,0.0,-0.0011415271550917483,1.131143784238911
2010-12-30,-0.0017515139333764695,BIL,BIL,True,0.31829774754298995,0.937054458368157,1.0,0.0,-0.0017515139333764695,1.1291625701401642
2010-12-31,-0.0002178746223139294,BIL,,False,0.31692222902880185,0.9425137385223921,1.0,0.0,-0.0002178746223139294,1.128916554271664
2011-01-03,0.00021792210200954898,BIL,,False,0.30686602569540805,0.9466044742880312,1.0,0.0,0.00021792210200954898,1.1291625701401642
2011-01-04,0.0,BIL,,False,0.306365669699555,0.9776253311853323,1.0,0.0,0.0,1.1291625701401642
2011-01-05,0.0,BIL,,False,0.30082767205211486,0.9792219875490696,1.0,0.0,0.0,1.1291625701401642
